EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 17-12-2020
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TN   : daily Minimum temperature in 0.1 &#176;C
23-27 Q_TN : quality code for TN (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, BERLIN-TEGELER FLIESSTAL (STAID: 4581).
Blended and updated with sources: 121153 127849 128065 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TN, Q_TN
127849,19560101,    9,    0
127849,19560102,    6,    0
127849,19560103,  -24,    0
127849,19560104,  -13,    0
127849,19560105,   22,    0
127849,19560106,    5,    0
127849,19560107,  -26,    0
127849,19560108,  -41,    0
127849,19560109,  -31,    0
127849,19560110,  -14,    0
127849,19560111,  -24,    0
127849,19560112,   39,    0
127849,19560113,   41,    0
127849,19560114,    9,    0
127849,19560115,   14,    0
127849,19560116,   29,    0
127849,19560117,   29,    0
127849,19560118,   29,    0
127849,19560119,    9,    0
127849,19560120,    9,    0
127849,19560121,   29,    0
127849,19560122,   19,    0
127849,19560123,   19,    0
127849,19560124,    4,    0
127849,19560125,   -6,    0
127849,19560126,   -6,    0
127849,19560127,  -24,    0
127849,19560128,  -50,    0
127849,19560129,  -46,    0
127849,19560130, -116,    0
127849,19560131, -172,    0
127849,19560201, -213,    0
127849,19560202, -175,    0
127849,19560203,  -55,    0
127849,19560204,  -82,    0
127849,19560205,  -84,    0
127849,19560206,  -49,    0
127849,19560207,  -83,    0
127849,19560208, -125,    0
127849,19560209, -217,    0
127849,19560210, -146,    0
127849,19560211, -206,    0
127849,19560212, -161,    0
127849,19560213, -123,    0
127849,19560214, -125,    0
127849,19560215, -184,    0
127849,19560216, -147,    0
127849,19560217,  -99,    0
127849,19560218, -134,    0
127849,19560219, -100,    0
127849,19560220, -175,    0
127849,19560221, -107,    0
127849,19560222, -132,    0
127849,19560223, -117,    0
127849,19560224, -164,    0
127849,19560225, -147,    0
127849,19560226,  -83,    0
127849,19560227, -101,    0
127849,19560228,   -8,    0
127849,19560229,   11,    0
127849,19560301,   29,    0
127849,19560302,   37,    0
127849,19560303,   39,    0
127849,19560304,    9,    0
127849,19560305,    9,    0
127849,19560306,   -6,    0
127849,19560307,  -27,    0
127849,19560308,  -42,    0
127849,19560309,  -22,    0
127849,19560310,  -16,    0
127849,19560311,  -23,    0
127849,19560312,  -39,    0
127849,19560313,  -21,    0
127849,19560314,  -18,    0
127849,19560315,  -26,    0
127849,19560316,  -24,    0
127849,19560317,  -17,    0
127849,19560318,  -16,    0
127849,19560319,  -16,    0
127849,19560320,  -18,    0
127849,19560321,   19,    0
127849,19560322,   14,    0
127849,19560323,   24,    0
127849,19560324,   33,    0
127849,19560325,   21,    0
127849,19560326,   20,    0
127849,19560327,    6,    0
127849,19560328,    4,    0
127849,19560329,    9,    0
127849,19560330,    1,    0
127849,19560331,    1,    0
127849,19560401,   37,    0
127849,19560402,   25,    0
127849,19560403,   34,    0
127849,19560404,    9,    0
127849,19560405,   -6,    0
127849,19560406,    2,    0
127849,19560407,  -21,    0
127849,19560408,  -33,    0
127849,19560409,   28,    0
127849,19560410,   62,    0
127849,19560411,   28,    0
127849,19560412,    9,    0
127849,19560413,   37,    0
127849,19560414,   58,    0
127849,19560415,   31,    0
127849,19560416,   25,    0
127849,19560417,   14,    0
127849,19560418,   16,    0
127849,19560419,    6,    0
127849,19560420,   14,    0
127849,19560421,   31,    0
127849,19560422,    9,    0
127849,19560423,   16,    0
127849,19560424,   52,    0
127849,19560425,   53,    0
127849,19560426,   50,    0
127849,19560427,   53,    0
127849,19560428,   60,    0
127849,19560429,   50,    0
127849,19560430,   52,    0
127849,19560501,   50,    0
127849,19560502,   39,    0
127849,19560503,   63,    0
127849,19560504,   70,    0
127849,19560505,   95,    0
127849,19560506,  135,    0
127849,19560507,  160,    0
127849,19560508,  132,    0
127849,19560509,   90,    0
127849,19560510,  105,    0
127849,19560511,   75,    0
127849,19560512,   80,    0
127849,19560513,   83,    0
127849,19560514,   86,    0
127849,19560515,   72,    0
127849,19560516,   95,    0
127849,19560517,   90,    0
127849,19560518,   80,    0
127849,19560519,   67,    0
127849,19560520,   52,    0
127849,19560521,   51,    0
127849,19560522,   85,    0
127849,19560523,  106,    0
127849,19560524,  122,    0
127849,19560525,  122,    0
127849,19560526,  123,    0
127849,19560527,   95,    0
127849,19560528,  105,    0
127849,19560529,  103,    0
127849,19560530,  160,    0
127849,19560531,  157,    0
127849,19560601,  145,    0
127849,19560602,  102,    0
127849,19560603,  140,    0
127849,19560604,  152,    0
127849,19560605,  185,    0
127849,19560606,  155,    0
127849,19560607,  165,    0
127849,19560608,  110,    0
127849,19560609,  112,    0
127849,19560610,  107,    0
127849,19560611,  112,    0
127849,19560612,  138,    0
127849,19560613,  130,    0
127849,19560614,  120,    0
127849,19560615,  105,    0
127849,19560616,   96,    0
127849,19560617,   82,    0
127849,19560618,  142,    0
127849,19560619,  130,    0
127849,19560620,  130,    0
127849,19560621,  110,    0
127849,19560622,  102,    0
127849,19560623,  125,    0
127849,19560624,  115,    0
127849,19560625,   90,    0
127849,19560626,  110,    0
127849,19560627,  120,    0
127849,19560628,   96,    0
127849,19560629,  110,    0
127849,19560630,  100,    0
127849,19560701,  103,    0
127849,19560702,  160,    0
127849,19560703,  138,    0
127849,19560704,  137,    0
127849,19560705,  165,    0
127849,19560706,  164,    0
127849,19560707,  130,    0
127849,19560708,  130,    0
127849,19560709,  122,    0
127849,19560710,  147,    0
127849,19560711,  170,    0
127849,19560712,  135,    0
127849,19560713,  147,    0
127849,19560714,  180,    0
127849,19560715,  172,    0
127849,19560716,  142,    0
127849,19560717,  122,    0
127849,19560718,  122,    0
127849,19560719,  140,    0
127849,19560720,  145,    0
127849,19560721,  147,    0
127849,19560722,  136,    0
127849,19560723,  135,    0
127849,19560724,  125,    0
127849,19560725,  122,    0
127849,19560726,  125,    0
127849,19560727,  158,    0
127849,19560728,  133,    0
127849,19560729,  158,    0
127849,19560730,  176,    0
127849,19560731,  130,    0
127849,19560801,  127,    0
127849,19560802,  122,    0
127849,19560803,  125,    0
127849,19560804,  110,    0
127849,19560805,  125,    0
127849,19560806,  105,    0
127849,19560807,  125,    0
127849,19560808,  115,    0
127849,19560809,  142,    0
127849,19560810,  107,    0
127849,19560811,  145,    0
127849,19560812,  131,    0
127849,19560813,  104,    0
127849,19560814,  152,    0
127849,19560815,  140,    0
127849,19560816,  117,    0
127849,19560817,  136,    0
127849,19560818,  145,    0
127849,19560819,  158,    0
127849,19560820,  125,    0
127849,19560821,  135,    0
127849,19560822,  102,    0
127849,19560823,  126,    0
127849,19560824,  110,    0
127849,19560825,   88,    0
127849,19560826,  111,    0
127849,19560827,  110,    0
127849,19560828,  140,    0
127849,19560829,  112,    0
127849,19560830,  123,    0
127849,19560831,   85,    0
127849,19560901,  103,    0
127849,19560902,  136,    0
127849,19560903,  156,    0
127849,19560904,  115,    0
127849,19560905,  100,    0
127849,19560906,  140,    0
127849,19560907,  159,    0
127849,19560908,  120,    0
127849,19560909,  122,    0
127849,19560910,  138,    0
127849,19560911,  137,    0
127849,19560912,   94,    0
127849,19560913,   95,    0
127849,19560914,   75,    0
127849,19560915,  108,    0
127849,19560916,   80,    0
127849,19560917,  112,    0
127849,19560918,   60,    0
127849,19560919,   71,    0
127849,19560920,   70,    0
127849,19560921,   86,    0
127849,19560922,  100,    0
127849,19560923,  101,    0
127849,19560924,   95,    0
127849,19560925,   82,    0
127849,19560926,  118,    0
127849,19560927,  135,    0
127849,19560928,  120,    0
127849,19560929,  119,    0
127849,19560930,  101,    0
127849,19561001,  129,    0
127849,19561002,  147,    0
127849,19561003,  105,    0
127849,19561004,   89,    0
127849,19561005,   72,    0
127849,19561006,   50,    0
127849,19561007,   40,    0
127849,19561008,   25,    0
127849,19561009,   70,    0
127849,19561010,   35,    0
127849,19561011,   30,    0
127849,19561012,   71,    0
127849,19561013,  106,    0
127849,19561014,   80,    0
127849,19561015,   50,    0
127849,19561016,   40,    0
127849,19561017,   52,    0
127849,19561018,  127,    0
127849,19561019,  107,    0
127849,19561020,   85,    0
127849,19561021,  110,    0
127849,19561022,  106,    0
127849,19561023,  107,    0
127849,19561024,  108,    0
127849,19561025,   88,    0
127849,19561026,   60,    0
127849,19561027,   49,    0
127849,19561028,   72,    0
127849,19561029,   30,    0
127849,19561030,   16,    0
127849,19561031,  -38,    0
127849,19561101,  -41,    0
127849,19561102,   11,    0
127849,19561103,   20,    0
127849,19561104,   30,    0
127849,19561105,   41,    0
127849,19561106,   19,    0
127849,19561107,   65,    0
127849,19561108,   29,    0
127849,19561109,   -3,    0
127849,19561110,  -21,    0
127849,19561111,    6,    0
127849,19561112,   36,    0
127849,19561113,    9,    0
127849,19561114,   -1,    0
127849,19561115,   14,    0
127849,19561116,   25,    0
127849,19561117,   24,    0
127849,19561118,   32,    0
127849,19561119,  -10,    0
127849,19561120,  -46,    0
127849,19561121,  -60,    0
127849,19561122,  -29,    0
127849,19561123,  -22,    0
127849,19561124,    1,    0
127849,19561125,  -41,    0
127849,19561126,   22,    0
127849,19561127,   22,    0
127849,19561128,   11,    0
127849,19561129,   11,    0
127849,19561130,    2,    0
127849,19561201,  -19,    0
127849,19561202,  -11,    0
127849,19561203,   27,    0
127849,19561204,   24,    0
127849,19561205,   82,    0
127849,19561206,   23,    0
127849,19561207,    0,    0
127849,19561208,   29,    0
127849,19561209,   34,    0
127849,19561210,   65,    0
127849,19561211,   62,    0
127849,19561212,   66,    0
127849,19561213,   60,    0
127849,19561214,   42,    0
127849,19561215,   56,    0
127849,19561216,   65,    0
127849,19561217,   70,    0
127849,19561218,   39,    0
127849,19561219,    9,    0
127849,19561220,   34,    0
127849,19561221,   14,    0
127849,19561222,    4,    0
127849,19561223,   -1,    0
127849,19561224,  -18,    0
127849,19561225,  -55,    0
127849,19561226,  -78,    0
127849,19561227,  -65,    0
127849,19561228,  -79,    0
127849,19561229,  -97,    0
127849,19561230,  -36,    0
127849,19561231,  -88,    0
127849,19570101,  -80,    0
127849,19570102,  -54,    0
127849,19570103,    0,    0
127849,19570104,    4,    0
127849,19570105,   32,    0
127849,19570106,   53,    0
127849,19570107,   47,    0
127849,19570108,   44,    0
127849,19570109,   68,    0
127849,19570110,   28,    0
127849,19570111,   -5,    0
127849,19570112,    2,    0
127849,19570113,   15,    0
127849,19570114,  -50,    0
127849,19570115,  -70,    0
127849,19570116,  -57,    0
127849,19570117,  -40,    0
127849,19570118,  -28,    0
127849,19570119,  -15,    0
127849,19570120,  -10,    0
127849,19570121,  -25,    0
127849,19570122,  -46,    0
127849,19570123,  -40,    0
127849,19570124,  -35,    0
127849,19570125,  -20,    0
127849,19570126,    0,    0
127849,19570127,   28,    0
127849,19570128,   12,    0
127849,19570129,   15,    0
127849,19570130,   10,    0
127849,19570131,   20,    0
127849,19570201,   29,    0
127849,19570202,   32,    0
127849,19570203,   47,    0
127849,19570204,   52,    0
127849,19570205,   42,    0
127849,19570206,   24,    0
127849,19570207,   50,    0
127849,19570208,   44,    0
127849,19570209,   60,    0
127849,19570210,   19,    0
127849,19570211,   26,    0
127849,19570212,   34,    0
127849,19570213,   39,    0
127849,19570214,   50,    0
127849,19570215,   37,    0
127849,19570216,   21,    0
127849,19570217,    1,    0
127849,19570218,    2,    0
127849,19570219,    1,    0
127849,19570220,    9,    0
127849,19570221,   14,    0
127849,19570222,  -16,    0
127849,19570223,  -13,    0
127849,19570224,  -18,    0
127849,19570225,  -23,    0
127849,19570226,  -21,    0
127849,19570227,   -2,    0
127849,19570228,   -8,    0
127849,19570301,  -10,    0
127849,19570302,  -35,    0
127849,19570303,  -18,    0
127849,19570304,   -8,    0
127849,19570305,  -13,    0
127849,19570306,  -15,    0
127849,19570307,    2,    0
127849,19570308,    5,    0
127849,19570309,  -22,    0
127849,19570310,  -20,    0
127849,19570311,  -12,    0
127849,19570312,   22,    0
127849,19570313,   22,    0
127849,19570314,   90,    0
127849,19570315,   85,    0
127849,19570316,    8,    0
127849,19570317,  -15,    0
127849,19570318,   72,    0
127849,19570319,   57,    0
127849,19570320,   65,    0
127849,19570321,   70,    0
127849,19570322,   52,    0
127849,19570323,   38,    0
127849,19570324,   20,    0
127849,19570325,   19,    0
127849,19570326,   77,    0
127849,19570327,   58,    0
127849,19570328,   77,    0
127849,19570329,   42,    0
127849,19570330,   12,    0
127849,19570331,   25,    0
127849,19570401,   30,    0
127849,19570402,   65,    0
127849,19570403,   92,    0
127849,19570404,   90,    0
127849,19570405,   85,    0
127849,19570406,   75,    0
127849,19570407,   40,    0
127849,19570408,   -8,    0
127849,19570409,   10,    0
127849,19570410,    2,    0
127849,19570411,   16,    0
127849,19570412,   -2,    0
127849,19570413,  -18,    0
127849,19570414,  -20,    0
127849,19570415,  -14,    0
127849,19570416,   36,    0
127849,19570417,   78,    0
127849,19570418,   50,    0
127849,19570419,   52,    0
127849,19570420,   26,    0
127849,19570421,   37,    0
127849,19570422,    0,    0
127849,19570423,   22,    0
127849,19570424,   60,    0
127849,19570425,   20,    0
127849,19570426,   40,    0
127849,19570427,   55,    0
127849,19570428,  100,    0
127849,19570429,  112,    0
127849,19570430,   90,    0
127849,19570501,   25,    0
127849,19570502,   26,    0
127849,19570503,   25,    0
127849,19570504,   52,    0
127849,19570505,   18,    0
127849,19570506,   15,    0
127849,19570507,   25,    0
127849,19570508,   21,    0
127849,19570509,   25,    0
127849,19570510,   42,    0
127849,19570511,   40,    0
127849,19570512,   97,    0
127849,19570513,   98,    0
127849,19570514,   90,    0
127849,19570515,   92,    0
127849,19570516,   94,    0
127849,19570517,   97,    0
127849,19570518,   95,    0
127849,19570519,   90,    0
127849,19570520,  106,    0
127849,19570521,   54,    0
127849,19570522,   98,    0
127849,19570523,   85,    0
127849,19570524,   87,    0
127849,19570525,   37,    0
127849,19570526,   27,    0
127849,19570527,   27,    0
127849,19570528,   62,    0
127849,19570529,   40,    0
127849,19570530,   80,    0
127849,19570531,   95,    0
127849,19570601,  100,    0
127849,19570602,  100,    0
127849,19570603,  144,    0
127849,19570604,  150,    0
127849,19570605,  120,    0
127849,19570606,   88,    0
127849,19570607,  122,    0
127849,19570608,  118,    0
127849,19570609,  165,    0
127849,19570610,  140,    0
127849,19570611,  175,    0
127849,19570612,  122,    0
127849,19570613,   90,    0
127849,19570614,  122,    0
127849,19570615,  150,    0
127849,19570616,  147,    0
127849,19570617,  165,    0
127849,19570618,  175,    0
127849,19570619,  190,    0
127849,19570620,  151,    0
127849,19570621,  143,    0
127849,19570622,  127,    0
127849,19570623,  112,    0
127849,19570624,  104,    0
127849,19570625,   98,    0
127849,19570626,   90,    0
127849,19570627,  103,    0
127849,19570628,  150,    0
127849,19570629,  175,    0
127849,19570630,  175,    0
127849,19570701,  203,    0
127849,19570702,  196,    0
127849,19570703,  155,    0
127849,19570704,  183,    0
127849,19570705,  215,    0
127849,19570706,  165,    0
127849,19570707,  185,    0
127849,19570708,  194,    0
127849,19570709,  196,    0
127849,19570710,  174,    0
127849,19570711,  156,    0
127849,19570712,  153,    0
127849,19570713,  174,    0
127849,19570714,  170,    0
127849,19570715,  153,    0
127849,19570716,  142,    0
127849,19570717,  128,    0
127849,19570718,  140,    0
127849,19570719,  175,    0
127849,19570720,  157,    0
127849,19570721,  162,    0
127849,19570722,  145,    0
127849,19570723,  145,    0
127849,19570724,  138,    0
127849,19570725,  122,    0
127849,19570726,  120,    0
127849,19570727,  145,    0
127849,19570728,  115,    0
127849,19570729,  130,    0
127849,19570730,  142,    0
127849,19570731,  140,    0
127849,19570801,  122,    0
127849,19570802,  133,    0
127849,19570803,  135,    0
127849,19570804,  140,    0
127849,19570805,  125,    0
127849,19570806,  148,    0
127849,19570807,  165,    0
127849,19570808,  133,    0
127849,19570809,  157,    0
127849,19570810,  172,    0
127849,19570811,  160,    0
127849,19570812,  156,    0
127849,19570813,  140,    0
127849,19570814,  166,    0
127849,19570815,  142,    0
127849,19570816,  153,    0
127849,19570817,  128,    0
127849,19570818,  135,    0
127849,19570819,  124,    0
127849,19570820,  123,    0
127849,19570821,  130,    0
127849,19570822,  100,    0
127849,19570823,   88,    0
127849,19570824,  116,    0
127849,19570825,   96,    0
127849,19570826,  107,    0
127849,19570827,  115,    0
127849,19570828,  100,    0
127849,19570829,   98,    0
127849,19570830,  100,    0
127849,19570831,   98,    0
127849,19570901,   98,    0
127849,19570902,   98,    0
127849,19570903,  115,    0
127849,19570904,   82,    0
127849,19570905,   85,    0
127849,19570906,  116,    0
127849,19570907,  118,    0
127849,19570908,  158,    0
127849,19570909,  142,    0
127849,19570910,  116,    0
127849,19570911,  115,    0
127849,19570912,  102,    0
127849,19570913,   84,    0
127849,19570914,   85,    0
127849,19570915,   95,    0
127849,19570916,   85,    0
127849,19570917,   85,    0
127849,19570918,  100,    0
127849,19570919,   82,    0
127849,19570920,   81,    0
127849,19570921,   57,    0
127849,19570922,  108,    0
127849,19570923,   93,    0
127849,19570924,   72,    0
127849,19570925,   37,    0
127849,19570926,   38,    0
127849,19570927,   35,    0
127849,19570928,  106,    0
127849,19570929,   66,    0
127849,19570930,   41,    0
127849,19571001,   28,    0
127849,19571002,   12,    0
127849,19571003,   14,    0
127849,19571004,   55,    0
127849,19571005,   69,    0
127849,19571006,   90,    0
127849,19571007,  108,    0
127849,19571008,  113,    0
127849,19571009,   78,    0
127849,19571010,   80,    0
127849,19571011,   89,    0
127849,19571012,   95,    0
127849,19571013,   60,    0
127849,19571014,   85,    0
127849,19571015,   95,    0
127849,19571016,   80,    0
127849,19571017,   90,    0
127849,19571018,  104,    0
127849,19571019,   98,    0
127849,19571020,   75,    0
127849,19571021,   46,    0
127849,19571022,   74,    0
127849,19571023,   49,    0
127849,19571024,   81,    0
127849,19571025,   60,    0
127849,19571026,   86,    0
127849,19571027,   70,    0
127849,19571028,   75,    0
127849,19571029,   75,    0
127849,19571030,   90,    0
127849,19571031,  103,    0
127849,19571101,   91,    0
127849,19571102,   55,    0
127849,19571103,   35,    0
127849,19571104,   55,    0
127849,19571105,   66,    0
127849,19571106,   76,    0
127849,19571107,   72,    0
127849,19571108,   70,    0
127849,19571109,   72,    0
127849,19571110,   67,    0
127849,19571111,   93,    0
127849,19571112,   58,    0
127849,19571113,   22,    0
127849,19571114,   -3,    0
127849,19571115,   -3,    0
127849,19571116,   15,    0
127849,19571117,   16,    0
127849,19571118,   15,    0
127849,19571119,   24,    0
127849,19571120,    1,    0
127849,19571121,  -15,    0
127849,19571122,  -16,    0
127849,19571123,   14,    0
127849,19571124,    5,    0
127849,19571125,    5,    0
127849,19571126,   69,    0
127849,19571127,   66,    0
127849,19571128,   87,    0
127849,19571129,    2,    0
127849,19571130,  -27,    0
127849,19571201,  -45,    0
127849,19571202,   -6,    0
127849,19571203,   21,    0
127849,19571204,   24,    0
127849,19571205,   36,    0
127849,19571206,   11,    0
127849,19571207,    1,    0
127849,19571208,   -1,    0
127849,19571209,   -2,    0
127849,19571210,  -35,    0
127849,19571211,  -54,    0
127849,19571212,  -52,    0
127849,19571213,  -20,    0
127849,19571214,   -4,    0
127849,19571215,  -56,    0
127849,19571216, -105,    0
127849,19571217, -126,    0
127849,19571218,  -80,    0
127849,19571219,  -32,    0
127849,19571220,    5,    0
127849,19571221,    5,    0
127849,19571222,   22,    0
127849,19571223,  -10,    0
127849,19571224,   -5,    0
127849,19571225,  -20,    0
127849,19571226,    0,    0
127849,19571227,   10,    0
127849,19571228,   27,    0
127849,19571229,   26,    0
127849,19571230,   20,    0
127849,19571231,   10,    0
127849,19580101,   -5,    0
127849,19580102,  -40,    0
127849,19580103,  -65,    0
127849,19580104,  -90,    0
127849,19580105,  -70,    0
127849,19580106,  -10,    0
127849,19580107,   10,    0
127849,19580108,  -35,    0
127849,19580109,  -14,    0
127849,19580110,  -17,    0
127849,19580111,   -4,    0
127849,19580112,   20,    0
127849,19580113,   18,    0
127849,19580114,   -8,    0
127849,19580115,   -6,    0
127849,19580116,    4,    0
127849,19580117,    5,    0
127849,19580118,    6,    0
127849,19580119,  -12,    0
127849,19580120,  -30,    0
127849,19580121,  -32,    0
127849,19580122,  -20,    0
127849,19580123,  -25,    0
127849,19580124,  -53,    0
127849,19580125,  -62,    0
127849,19580126,  -61,    0
127849,19580127,  -32,    0
127849,19580128,  -40,    0
127849,19580129,  -29,    0
127849,19580130,  -46,    0
127849,19580131,   -7,    0
127849,19580201,  -22,    0
127849,19580202,  -25,    0
127849,19580203,   22,    0
127849,19580204,    3,    0
127849,19580205,    4,    0
127849,19580206,  -14,    0
127849,19580207,  -22,    0
127849,19580208,  -40,    0
127849,19580209,    6,    0
127849,19580210,   29,    0
127849,19580211,   50,    0
127849,19580212,   62,    0
127849,19580213,   48,    0
127849,19580214,   45,    0
127849,19580215,  100,    0
127849,19580216,   42,    0
127849,19580217,    2,    0
127849,19580218,  -25,    0
127849,19580219,  -38,    0
127849,19580220,  -10,    0
127849,19580221,  -37,    0
127849,19580222,  -28,    0
127849,19580223,  -27,    0
127849,19580224,  -67,    0
127849,19580225,  -45,    0
127849,19580226,  -50,    0
127849,19580227,  -60,    0
127849,19580228,  -68,    0
127849,19580301,  -70,    0
127849,19580302,  -10,    0
127849,19580303,  -14,    0
127849,19580304,  -30,    0
127849,19580305,   25,    0
127849,19580306,   10,    0
127849,19580307,   -2,    0
127849,19580308,  -28,    0
127849,19580309,  -25,    0
127849,19580310,  -20,    0
127849,19580311,  -35,    0
127849,19580312,  -38,    0
127849,19580313,  -22,    0
127849,19580314,  -50,    0
127849,19580315,  -35,    0
127849,19580316,  -25,    0
127849,19580317,  -40,    0
127849,19580318,  -15,    0
127849,19580319,  -20,    0
127849,19580320,  -30,    0
127849,19580321,  -58,    0
127849,19580322,  -65,    0
127849,19580323,  -36,    0
127849,19580324,  -15,    0
127849,19580325,  -16,    0
127849,19580326,   -5,    0
127849,19580327,  -11,    0
127849,19580328,   10,    0
127849,19580329,   16,    0
127849,19580330,    8,    0
127849,19580331,  -30,    0
127849,19580401,  -36,    0
127849,19580402,  -16,    0
127849,19580403,  -14,    0
127849,19580404,    2,    0
127849,19580405,   31,    0
127849,19580406,   17,    0
127849,19580407,   10,    0
127849,19580408,   12,    0
127849,19580409,   10,    0
127849,19580410,  -19,    0
127849,19580411,    2,    0
127849,19580412,  -11,    0
127849,19580413,   13,    0
127849,19580414,   13,    0
127849,19580415,   29,    0
127849,19580416,   56,    0
127849,19580417,   20,    0
127849,19580418,   18,    0
127849,19580419,   48,    0
127849,19580420,   52,    0
127849,19580421,   68,    0
127849,19580422,   32,    0
127849,19580423,   30,    0
127849,19580424,   12,    0
127849,19580425,   41,    0
127849,19580426,   68,    0
127849,19580427,   56,    0
127849,19580428,   35,    0
127849,19580429,   47,    0
127849,19580430,   67,    0
127849,19580501,   85,    0
127849,19580502,   80,    0
127849,19580503,   51,    0
127849,19580504,   32,    0
127849,19580505,   48,    0
127849,19580506,  102,    0
127849,19580507,   88,    0
127849,19580508,  102,    0
127849,19580509,  153,    0
127849,19580510,  157,    0
127849,19580511,  144,    0
127849,19580512,  106,    0
127849,19580513,   95,    0
127849,19580514,  121,    0
127849,19580515,  136,    0
127849,19580516,   98,    0
127849,19580517,   98,    0
127849,19580518,   95,    0
127849,19580519,  104,    0
127849,19580520,  110,    0
127849,19580521,  100,    0
127849,19580522,   95,    0
127849,19580523,  115,    0
127849,19580524,   95,    0
127849,19580525,  184,    0
127849,19580526,  186,    0
127849,19580527,  128,    0
127849,19580528,  107,    0
127849,19580529,  116,    0
127849,19580530,  118,    0
127849,19580531,  135,    0
127849,19580601,  120,    0
127849,19580602,  110,    0
127849,19580603,  120,    0
127849,19580604,  132,    0
127849,19580605,  117,    0
127849,19580606,   96,    0
127849,19580607,   73,    0
127849,19580608,  145,    0
127849,19580609,  120,    0
127849,19580610,  109,    0
127849,19580611,   87,    0
127849,19580612,   84,    0
127849,19580613,   96,    0
127849,19580614,   97,    0
127849,19580615,  105,    0
127849,19580616,  138,    0
127849,19580617,  138,    0
127849,19580618,  128,    0
127849,19580619,   87,    0
127849,19580620,  120,    0
127849,19580621,  123,    0
127849,19580622,  134,    0
127849,19580623,  105,    0
127849,19580624,  102,    0
127849,19580625,  127,    0
127849,19580626,  121,    0
127849,19580627,  144,    0
127849,19580628,  162,    0
127849,19580629,  153,    0
127849,19580630,  164,    0
127849,19580701,  178,    0
127849,19580702,  170,    0
127849,19580703,  155,    0
127849,19580704,  150,    0
127849,19580705,  156,    0
127849,19580706,  143,    0
127849,19580707,  140,    0
127849,19580708,  135,    0
127849,19580709,  120,    0
127849,19580710,  155,    0
127849,19580711,  158,    0
127849,19580712,  150,    0
127849,19580713,  170,    0
127849,19580714,  170,    0
127849,19580715,  132,    0
127849,19580716,  177,    0
127849,19580717,  131,    0
127849,19580718,  120,    0
127849,19580719,  105,    0
127849,19580720,  142,    0
127849,19580721,  150,    0
127849,19580722,  125,    0
127849,19580723,  125,    0
127849,19580724,  110,    0
127849,19580725,  118,    0
127849,19580726,   92,    0
127849,19580727,  138,    0
127849,19580728,  150,    0
127849,19580729,  172,    0
127849,19580730,  125,    0
127849,19580731,  156,    0
127849,19580801,  150,    0
127849,19580802,  182,    0
127849,19580803,  145,    0
127849,19580804,  130,    0
127849,19580805,  150,    0
127849,19580806,  115,    0
127849,19580807,  140,    0
127849,19580808,  143,    0
127849,19580809,  155,    0
127849,19580810,  148,    0
127849,19580811,  143,    0
127849,19580812,  172,    0
127849,19580813,  139,    0
127849,19580814,  156,    0
127849,19580815,  150,    0
127849,19580816,  165,    0
127849,19580817,  150,    0
127849,19580818,  130,    0
127849,19580819,  153,    0
127849,19580820,  130,    0
127849,19580821,  150,    0
127849,19580822,  148,    0
127849,19580823,  152,    0
127849,19580824,  145,    0
127849,19580825,  110,    0
127849,19580826,  138,    0
127849,19580827,  133,    0
127849,19580828,  115,    0
127849,19580829,  140,    0
127849,19580830,  150,    0
127849,19580831,  150,    0
127849,19580901,  145,    0
127849,19580902,  126,    0
127849,19580903,  125,    0
127849,19580904,  110,    0
127849,19580905,  101,    0
127849,19580906,  124,    0
127849,19580907,  152,    0
127849,19580908,  150,    0
127849,19580909,  130,    0
127849,19580910,  140,    0
127849,19580911,  125,    0
127849,19580912,  100,    0
127849,19580913,  102,    0
127849,19580914,  110,    0
127849,19580915,  130,    0
127849,19580916,  155,    0
127849,19580917,  132,    0
127849,19580918,  125,    0
127849,19580919,  128,    0
127849,19580920,  104,    0
127849,19580921,  133,    0
127849,19580922,  120,    0
127849,19580923,  102,    0
127849,19580924,   96,    0
127849,19580925,  124,    0
127849,19580926,  105,    0
127849,19580927,   90,    0
127849,19580928,   55,    0
127849,19580929,   74,    0
127849,19580930,   98,    0
127849,19581001,   98,    0
127849,19581002,  141,    0
127849,19581003,  106,    0
127849,19581004,   92,    0
127849,19581005,  119,    0
127849,19581006,  108,    0
127849,19581007,  100,    0
127849,19581008,   66,    0
127849,19581009,   95,    0
127849,19581010,  125,    0
127849,19581011,  135,    0
127849,19581012,  115,    0
127849,19581013,   72,    0
127849,19581014,   94,    0
127849,19581015,   88,    0
127849,19581016,   60,    0
127849,19581017,   57,    0
127849,19581018,   28,    0
127849,19581019,   38,    0
127849,19581020,   48,    0
127849,19581021,   55,    0
127849,19581022,   49,    0
127849,19581023,   38,    0
127849,19581024,   90,    0
127849,19581025,   95,    0
